EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 25-02-2015
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : daily Precipitation amount in 0.1 mm
23-27 Q_RR : quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SLOVENIA, MARIBOR-LETALISCE (STAID: 3331).
Blended and updated with sources: 115156 914026 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
115156,19851226,  120,    0
115156,19851227,    0,    0
115156,19851228,   23,    0
115156,19851229,  546,    0
115156,19851230,    6,    0
115156,19851231,   37,    0
115156,19860101,    0,    0
115156,19860102,   36,    0
115156,19860103,   42,    0
115156,19860104,   12,    0
115156,19860105,    0,    0
115156,19860106,    3,    0
115156,19860107,    0,    0
115156,19860108,    0,    0
115156,19860109,    0,    0
115156,19860110,    0,    0
115156,19860111,   33,    0
115156,19860112,    0,    0
115156,19860113,    0,    0
115156,19860114,    6,    0
115156,19860115,    0,    0
115156,19860116,    0,    0
115156,19860117,    0,    0
115156,19860118,    0,    0
115156,19860119,    0,    0
115156,19860120,    0,    0
115156,19860121,    0,    0
115156,19860122,    0,    0
115156,19860123,    0,    0
115156,19860124,  275,    0
115156,19860125,    0,    0
115156,19860126,    0,    0
115156,19860127,    0,    0
115156,19860128,    0,    0
115156,19860129,    0,    0
115156,19860130,   12,    0
115156,19860131,   37,    0
115156,19860201,   75,    0
115156,19860202,   72,    0
115156,19860203,   10,    0
115156,19860204,    0,    0
115156,19860205,    0,    0
115156,19860206,    7,    0
115156,19860207,   15,    0
115156,19860208,   24,    0
115156,19860209,   77,    0
115156,19860210,   76,    0
115156,19860211,    0,    0
115156,19860212,    0,    0
115156,19860213,    0,    0
115156,19860214,    0,    0
115156,19860215,    6,    0
115156,19860216,   38,    0
115156,19860217,   10,    0
115156,19860218,    0,    0
115156,19860219,   24,    0
115156,19860220,   32,    0
115156,19860221,    0,    0
115156,19860222,    0,    0
115156,19860223,   29,    0
115156,19860224,    4,    0
115156,19860225,    0,    0
115156,19860226,    0,    0
115156,19860227,    0,    0
115156,19860228,   29,    0
115156,19860301,   55,    0
115156,19860302,    8,    0
115156,19860303,  167,    0
115156,19860304,    8,    0
115156,19860305,    0,    0
115156,19860306,    0,    0
115156,19860307,   61,    0
115156,19860308,    3,    0
115156,19860309,   30,    0
115156,19860310,    0,    0
115156,19860311,    0,    0
115156,19860312,   30,    0
115156,19860313,   61,    0
115156,19860314,   77,    0
115156,19860315,    9,    0
115156,19860316,    0,    0
115156,19860317,    0,    0
115156,19860318,    0,    0
115156,19860319,    0,    0
115156,19860320,   16,    0
115156,19860321,    7,    0
115156,19860322,    0,    0
115156,19860323,    0,    0
115156,19860324,    0,    0
115156,19860325,  412,    0
115156,19860326,    0,    0
115156,19860327,    0,    0
115156,19860328,    0,    0
115156,19860329,    0,    0
115156,19860330,   49,    0
115156,19860331,    0,    0
115156,19860401,    0,    0
115156,19860402,    0,    0
115156,19860403,    0,    0
115156,19860404,    0,    0
115156,19860405,    0,    0
115156,19860406,    0,    0
115156,19860407,    0,    0
115156,19860408,    0,    0
115156,19860409,    0,    0
115156,19860410,   21,    0
115156,19860411,   85,    0
115156,19860412,   40,    0
115156,19860413,   45,    0
115156,19860414,    0,    0
115156,19860415,    0,    0
115156,19860416,   16,    0
115156,19860417,    0,    0
115156,19860418,   91,    0
115156,19860419,   15,    0
115156,19860420,    0,    0
115156,19860421,    0,    0
115156,19860422,    0,    0
115156,19860423,    0,    0
115156,19860424,    0,    0
115156,19860425,    0,    0
115156,19860426,    0,    0
115156,19860427,    0,    0
115156,19860428,   24,    0
115156,19860429,   85,    0
115156,19860430,    0,    0
115156,19860501,    3,    0
115156,19860502,    0,    0
115156,19860503,    0,    0
115156,19860504,   45,    0
115156,19860505,    0,    0
115156,19860506,    0,    0
115156,19860507,    6,    0
115156,19860508,   28,    0
115156,19860509,    0,    0
115156,19860510,    0,    0
115156,19860511,    2,    0
115156,19860512,    0,    0
115156,19860513,    0,    0
115156,19860514,    0,    0
115156,19860515,   17,    0
115156,19860516,   24,    0
115156,19860517,   22,    0
115156,19860518,    0,    0
115156,19860519,   15,    0
115156,19860520,    0,    0
115156,19860521,    0,    0
115156,19860522,    0,    0
115156,19860523,    0,    0
115156,19860524,    1,    0
115156,19860525,    0,    0
115156,19860526,    0,    0
115156,19860527,    0,    0
115156,19860528,    6,    0
115156,19860529,  458,    0
115156,19860530,   13,    0
115156,19860531,    2,    0
115156,19860601,    0,    0
115156,19860602,    4,    0
115156,19860603,   49,    0
115156,19860604,  382,    0
115156,19860605,  155,    0
115156,19860606,    8,    0
115156,19860607,    0,    0
115156,19860608,    0,    0
115156,19860609,    0,    0
115156,19860610,    0,    0
115156,19860611,    0,    0
115156,19860612,   14,    0
115156,19860613,  136,    0
115156,19860614,  316,    0
115156,19860615,  187,    0
115156,19860616,  121,    0
115156,19860617,    0,    0
115156,19860618,  131,    0
115156,19860619,   35,    0
115156,19860620,    0,    0
115156,19860621,    0,    0
115156,19860622,  177,    0
115156,19860623,  117,    0
115156,19860624,    0,    0
115156,19860625,    0,    0
115156,19860626,    0,    0
115156,19860627,    0,    0
115156,19860628,    0,    0
115156,19860629,   27,    0
115156,19860630,    0,    0
115156,19860701,    0,    0
115156,19860702,   19,    0
115156,19860703,    0,    0
115156,19860704,    0,    0
115156,19860705,    0,    0
115156,19860706,  103,    0
115156,19860707,   72,    0
115156,19860708,    0,    0
115156,19860709,    0,    0
115156,19860710,    0,    0
115156,19860711,  209,    0
115156,19860712,    0,    0
115156,19860713,   13,    0
115156,19860714,    0,    0
115156,19860715,    0,    0
115156,19860716,    0,    0
115156,19860717,    0,    0
115156,19860718,    0,    0
115156,19860719,    0,    0
115156,19860720,    7,    0
115156,19860721,    0,    0
115156,19860722,    0,    0
115156,19860723,    0,    0
115156,19860724,  293,    0
115156,19860725,    0,    0
115156,19860726,    0,    0
115156,19860727,    0,    0
115156,19860728,    0,    0
115156,19860729,    0,    0
115156,19860730,   25,    0
115156,19860731,    0,    0
115156,19860801,    0,    0
115156,19860802,    0,    0
115156,19860803,    0,    0
115156,19860804,    0,    0
115156,19860805,    0,    0
115156,19860806,    0,    0
115156,19860807,    0,    0
115156,19860808,    0,    0
115156,19860809,    0,    0
115156,19860810,   13,    0
115156,19860811,    0,    0
115156,19860812,   43,    0
115156,19860813,    0,    0
115156,19860814,    0,    0
115156,19860815,    0,    0
115156,19860816,    0,    0
115156,19860817,    0,    0
115156,19860818,    0,    0
115156,19860819,  106,    0
115156,19860820,   22,    0
115156,19860821,    0,    0
115156,19860822,    0,    0
115156,19860823,  287,    0
115156,19860824,  234,    0
115156,19860825,    0,    0
115156,19860826,    0,    0
115156,19860827,    6,    0
115156,19860828,  132,    0
115156,19860829,   26,    0
115156,19860830,    0,    0
115156,19860831,    0,    0
115156,19860901,    0,    0
115156,19860902,    0,    0
115156,19860903,   57,    0
115156,19860904,   29,    0
115156,19860905,    0,    0
115156,19860906,    0,    0
115156,19860907,    0,    0
115156,19860908,    0,    0
115156,19860909,  100,    0
115156,19860910,  127,    0
115156,19860911,    0,    0
115156,19860912,    0,    0
115156,19860913,    0,    0
115156,19860914,    0,    0
115156,19860915,    0,    0
115156,19860916,    0,    0
115156,19860917,    0,    0
115156,19860918,  121,    0
115156,19860919,    0,    0
115156,19860920,    0,    0
115156,19860921,    0,    0
115156,19860922,    0,    0
115156,19860923,    0,    0
115156,19860924,    0,    0
115156,19860925,    0,    0
115156,19860926,   29,    0
115156,19860927,    0,    0
115156,19860928,    0,    0
115156,19860929,    0,    0
115156,19860930,    0,    0
115156,19861001,    0,    0
115156,19861002,    0,    0
115156,19861003,    0,    0
115156,19861004,    0,    0
115156,19861005,    0,    0
115156,19861006,    0,    0
115156,19861007,    0,    0
115156,19861008,    3,    0
115156,19861009,    0,    0
115156,19861010,    0,    0
115156,19861011,    0,    0
115156,19861012,    0,    0
115156,19861013,    0,    0
115156,19861014,    0,    0
115156,19861015,    0,    0
115156,19861016,    0,    0
115156,19861017,    0,    0
115156,19861018,    0,    0
115156,19861019,   24,    0
115156,19861020,    2,    0
115156,19861021,    0,    0
115156,19861022,    0,    0
115156,19861023,  638,    0
115156,19861024,    0,    0
115156,19861025,    6,    0
115156,19861026,  292,    0
115156,19861027,   25,    0
115156,19861028,    0,    0
115156,19861029,    0,    0
115156,19861030,    0,    0
115156,19861031,    0,    0
115156,19861101,    0,    0
115156,19861102,    0,    0
115156,19861103,    0,    0
115156,19861104,    0,    0
115156,19861105,    0,    0
115156,19861106,    0,    0
115156,19861107,    0,    0
115156,19861108,    0,    0
115156,19861109,    0,    0
115156,19861110,    0,    0
115156,19861111,    0,    0
115156,19861112,    0,    0
115156,19861113,    0,    0
115156,19861114,    0,    0
115156,19861115,    0,    0
115156,19861116,    0,    0
115156,19861117,    0,    0
115156,19861118,    0,    0
115156,19861119,    0,    0
115156,19861120,    0,    0
115156,19861121,   21,    0
115156,19861122,    0,    0
115156,19861123,  276,    0
115156,19861124,   26,    0
115156,19861125,    0,    0
115156,19861126,    0,    0
115156,19861127,    0,    0
115156,19861128,    0,    0
115156,19861129,    0,    0
115156,19861130,    0,    0
115156,19861201,    0,    0
115156,19861202,    0,    0
115156,19861203,    0,    0
115156,19861204,    0,    0
115156,19861205,    0,    0
115156,19861206,    0,    0
115156,19861207,    0,    0
115156,19861208,    0,    0
115156,19861209,    0,    0
115156,19861210,    0,    0
115156,19861211,    0,    0
115156,19861212,    0,    0
115156,19861213,    0,    0
115156,19861214,  132,    0
115156,19861215,   31,    0
115156,19861216,    4,    0
115156,19861217,    0,    0
115156,19861218,    0,    0
115156,19861219,  136,    0
115156,19861220,    0,    0
115156,19861221,    0,    0
115156,19861222,    0,    0
115156,19861223,    0,    0
115156,19861224,    0,    0
115156,19861225,    0,    0
115156,19861226,    0,    0
115156,19861227,    0,    0
115156,19861228,    0,    0
115156,19861229,    0,    0
115156,19861230,    0,    0
115156,19861231,    0,    0
115156,19870101,    0,    0
115156,19870102,   40,    0
115156,19870103,    0,    0
115156,19870104,    0,    0
115156,19870105,    0,    0
115156,19870106,    0,    0
115156,19870107,    0,    0
115156,19870108,    0,    0
115156,19870109,    0,    0
115156,19870110,   39,    0
115156,19870111,   46,    0
115156,19870112,    0,    0
115156,19870113,   11,    0
115156,19870114,   91,    0
115156,19870115,   56,    0
115156,19870116,    0,    0
115156,19870117,   33,    0
115156,19870118,   52,    0
115156,19870119,    2,    0
115156,19870120,    0,    0
115156,19870121,    0,    0
115156,19870122,    0,    0
115156,19870123,    0,    0
115156,19870124,    0,    0
115156,19870125,    0,    0
115156,19870126,    0,    0
115156,19870127,    0,    0
115156,19870128,    0,    0
115156,19870129,   10,    0
115156,19870130,    0,    0
115156,19870131,    0,    0
115156,19870201,    0,    0
115156,19870202,    0,    0
115156,19870203,    0,    0
115156,19870204,    0,    0
115156,19870205,    0,    0
115156,19870206,    0,    0
115156,19870207,    6,    0
115156,19870208,    0,    0
115156,19870209,    0,    0
115156,19870210,    0,    0
115156,19870211,    0,    0
115156,19870212,   15,    0
115156,19870213,   28,    0
115156,19870214,   47,    0
115156,19870215,   14,    0
115156,19870216,   97,    0
115156,19870217,   79,    0
115156,19870218,   13,    0
115156,19870219,  187,    0
115156,19870220,  248,    0
115156,19870221,    0,    0
115156,19870222,    0,    0
115156,19870223,    1,    0
115156,19870224,    0,    0
115156,19870225,    0,    0
115156,19870226,    0,    0
115156,19870227,    0,    0
115156,19870228,    0,    0
115156,19870301,    0,    0
115156,19870302,   29,    0
115156,19870303,    0,    0
115156,19870304,    0,    0
115156,19870305,    0,    0
115156,19870306,    0,    0
115156,19870307,   18,    0
115156,19870308,    0,    0
115156,19870309,    2,    0
115156,19870310,   11,    0
115156,19870311,    0,    0
115156,19870312,    0,    0
115156,19870313,    0,    0
115156,19870314,    0,    0
115156,19870315,    0,    0
115156,19870316,    0,    0
115156,19870317,    0,    0
115156,19870318,    0,    0
115156,19870319,  276,    0
115156,19870320,   63,    0
115156,19870321,    0,    0
115156,19870322,    0,    0
115156,19870323,    0,    0
115156,19870324,    0,    0
115156,19870325,    0,    0
115156,19870326,    4,    0
115156,19870327,    0,    0
115156,19870328,  450,    0
115156,19870329,   19,    0
115156,19870330,    0,    0
115156,19870331,   74,    0
115156,19870401,   18,    0
115156,19870402,   89,    0
115156,19870403,    0,    0
115156,19870404,    0,    0
115156,19870405,   12,    0
115156,19870406,   13,    0
115156,19870407,    0,    0
115156,19870408,   17,    0
115156,19870409,    6,    0
115156,19870410,   86,    0
115156,19870411,    0,    0
115156,19870412,    0,    0
115156,19870413,    0,    0
115156,19870414,    0,    0
115156,19870415,    0,    0
115156,19870416,    0,    0
115156,19870417,    0,    0
115156,19870418,    0,    0
115156,19870419,    0,    0
115156,19870420,  168,    0
115156,19870421,    0,    0
115156,19870422,    0,    0
115156,19870423,    0,    0
115156,19870424,    0,    0
115156,19870425,    0,    0
115156,19870426,   11,    0
115156,19870427,    0,    0
115156,19870428,    0,    0
115156,19870429,    0,    0
115156,19870430,    0,    0
115156,19870501,    0,    0
115156,19870502,    0,    0
115156,19870503,   16,    0
115156,19870504,  213,    0
115156,19870505,   60,    0
115156,19870506,  126,    0
115156,19870507,    0,    0
115156,19870508,    0,    0
115156,19870509,    0,    0
115156,19870510,    3,    0
115156,19870511,   77,    0
115156,19870512,    0,    0
115156,19870513,  193,    0
115156,19870514,    2,    0
115156,19870515,    0,    0
115156,19870516,    8,    0
115156,19870517,    0,    0
115156,19870518,    0,    0
115156,19870519,    0,    0
115156,19870520,   45,    0
115156,19870521,    0,    0
115156,19870522,    0,    0
115156,19870523,   11,    0
115156,19870524,    0,    0
115156,19870525,   10,    0
115156,19870526,    0,    0
115156,19870527,   89,    0
115156,19870528,   98,    0
115156,19870529,   18,    0
115156,19870530,    0,    0
115156,19870531,    0,    0
115156,19870601,    0,    0
115156,19870602,    0,    0
115156,19870603,    2,    0
115156,19870604,   79,    0
115156,19870605,   14,    0
115156,19870606,    0,    0
115156,19870607,    0,    0
115156,19870608,    0,    0
115156,19870609,   58,    0
115156,19870610,    0,    0
115156,19870611,    0,    0
115156,19870612,    0,    0
115156,19870613,    0,    0
115156,19870614,    0,    0
115156,19870615,   68,    0
115156,19870616,  175,    0
115156,19870617,    2,    0
115156,19870618,    3,    0
115156,19870619,    1,    0
115156,19870620,   15,    0
115156,19870621,    4,    0
115156,19870622,   20,    0
115156,19870623,    0,    0
115156,19870624,  216,    0
115156,19870625,    0,    0
115156,19870626,    0,    0
115156,19870627,   18,    0
115156,19870628,    0,    0
115156,19870629,    0,    0
115156,19870630,    0,    0
115156,19870701,    0,    0
115156,19870702,    0,    0
115156,19870703,    0,    0
115156,19870704,    0,    0
115156,19870705,    0,    0
115156,19870706,    0,    0
115156,19870707,    0,    0
115156,19870708,    0,    0
115156,19870709,  189,    0
115156,19870710,    0,    0
115156,19870711,    0,    0
115156,19870712,    0,    0
115156,19870713,   26,    0
115156,19870714,    0,    0
115156,19870715,   23,    0
115156,19870716,    7,    0
115156,19870717,    0,    0
115156,19870718,    0,    0
115156,19870719,    0,    0
115156,19870720,    0,    0
115156,19870721,    5,    0
115156,19870722,    0,    0
115156,19870723,    0,    0
115156,19870724,    0,    0
115156,19870725,  261,    0
115156,19870726,  324,    0
115156,19870727,    5,    0
115156,19870728,    0,    0
115156,19870729,    0,    0
115156,19870730,  127,    0
115156,19870731,  113,    0
115156,19870801,    0,    0
115156,19870802,    3,    0
115156,19870803,   31,    0
115156,19870804,  842,    0
115156,19870805,   86,    0
115156,19870806,    9,    0
115156,19870807,   69,    0
115156,19870808,    0,    0
115156,19870809,   43,    0
115156,19870810,   48,    0
115156,19870811,    3,    0
115156,19870812,  116,    0
115156,19870813,    0,    0
115156,19870814,    0,    0
115156,19870815,    4,    0
115156,19870816,    0,    0
115156,19870817,    0,    0
115156,19870818,    0,    0
115156,19870819,    0,    0
115156,19870820,    0,    0
115156,19870821,    0,    0
115156,19870822,    0,    0
115156,19870823,    0,    0
115156,19870824,    0,    0
115156,19870825,  110,    0
115156,19870826,    0,    0
115156,19870827,    3,    0
115156,19870828,    0,    0
115156,19870829,    0,    0
115156,19870830,    0,    0
115156,19870831,    0,    0
115156,19870901,    0,    0
115156,19870902,    0,    0
115156,19870903,    0,    0
115156,19870904,    0,    0
115156,19870905,    0,    0
115156,19870906,  247,    0
115156,19870907,    0,    0
115156,19870908,    0,    0
115156,19870909,    0,    0
115156,19870910,    0,    0
115156,19870911,  127,    0
115156,19870912,    0,    0
115156,19870913,    0,    0
115156,19870914,    0,    0
115156,19870915,    0,    0
115156,19870916,    0,    0
115156,19870917,    0,    0
115156,19870918,    0,    0
115156,19870919,    0,    0
115156,19870920,    0,    0
115156,19870921,    0,    0
115156,19870922,    0,    0
115156,19870923,    0,    0
115156,19870924,  213,    0
115156,19870925,    0,    0
115156,19870926,  240,    0
115156,19870927,  281,    0
115156,19870928,    0,    0
115156,19870929,    0,    0
115156,19870930,    0,    0
115156,19871001,    0,    0
115156,19871002,    0,    0
115156,19871003,    0,    0
115156,19871004,    0,    0
115156,19871005,    0,    0
115156,19871006,    3,    0
115156,19871007,   12,    0
115156,19871008,  122,    0
115156,19871009,    0,    0
115156,19871010,    0,    0
115156,19871011,  105,    0
115156,19871012,   28,    0
115156,19871013,   14,    0
115156,19871014,    0,    0
115156,19871015,    0,    0
115156,19871016,    0,    0
115156,19871017,   51,    0
115156,19871018,  239,    0
115156,19871019,    0,    0
115156,19871020,    0,    0
115156,19871021,    0,    0
115156,19871022,   62,    0
115156,19871023,   61,    0
115156,19871024,    0,    0
115156,19871025,   10,    0
115156,19871026,   16,    0
115156,19871027,    0,    0
115156,19871028,    0,    0
115156,19871029,    0,    0
115156,19871030,    0,    0
115156,19871031,    0,    0
115156,19871101,   26,    0
115156,19871102,   90,    0
115156,19871103,   23,    0
115156,19871104,    0,    0
115156,19871105,    0,    0
115156,19871106,    0,    0
115156,19871107,    0,    0
115156,19871108,    0,    0
115156,19871109,    0,    0
115156,19871110,   84,    0
115156,19871111,   17,    0
115156,19871112,    0,    0
115156,19871113,  138,    0
115156,19871114,  358,    0
115156,19871115,   18,    0
115156,19871116,    0,    0
115156,19871117,    3,    0
115156,19871118,    0,    0
115156,19871119,    1,    0
115156,19871120,   40,    0
115156,19871121,    0,    0
115156,19871122,    0,    0
115156,19871123,   48,    0
115156,19871124,  131,    0
115156,19871125,   28,    0
115156,19871126,   52,    0
115156,19871127,   41,    0
115156,19871128,   98,    0
115156,19871129,   71,    0
115156,19871130,  112,    0
115156,19871201,   18,    0
115156,19871202,    0,    0
115156,19871203,    0,    0
115156,19871204,    0,    0
115156,19871205,   24,    0
115156,19871206,   22,    0
115156,19871207,    5,    0
115156,19871208,    7,    0
115156,19871209,    0,    0
115156,19871210,    0,    0
115156,19871211,    0,    0
115156,19871212,    0,    0
115156,19871213,    0,    0
115156,19871214,    4,    0
115156,19871215,    0,    0
115156,19871216,    0,    0
115156,19871217,   16,    0
115156,19871218,    2,    0
115156,19871219,   27,    0
115156,19871220,    0,    0
115156,19871221,    0,    0
115156,19871222,    0,    0
115156,19871223,    0,    0
115156,19871224,    0,    0
115156,19871225,    0,    0
115156,19871226,    0,    0
115156,19871227,    0,    0
115156,19871228,    0,    0
115156,19871229,    0,    0
115156,19871230,    0,    0
115156,19871231,    0,    0
115156,19880101,    0,    0
115156,19880102,    0,    0
115156,19880103,    0,    0
115156,19880104,    7,    0
115156,19880105,    0,    0
115156,19880106,    0,    0
115156,19880107,  209,    0
115156,19880108,    0,    0
115156,19880109,    0,    0
115156,19880110,    0,    0
115156,19880111,    0,    0
115156,19880112,    0,    0
115156,19880113,    0,    0
115156,19880114,    0,    0
115156,19880115,    0,    0
115156,19880116,    0,    0
115156,19880117,    0,    0
115156,19880118,    0,    0
115156,19880119,    0,    0
115156,19880120,    0,    0
115156,19880121,   14,    0
115156,19880122,   31,    0
115156,19880123,    0,    0
115156,19880124,    0,    0
115156,19880125,  162,    0
115156,19880126,    8,    0
115156,19880127,    0,    0
115156,19880128,    0,    0
115156,19880129,   64,    0
115156,19880130,   88,    0
115156,19880131,    0,    0
115156,19880201,    0,    0
115156,19880202,   99,    0
115156,19880203,    0,    0
115156,19880204,    0,    0
115156,19880205,    0,    0
115156,19880206,    0,    0
115156,19880207,  108,    0
115156,19880208,    0,    0
115156,19880209,   12,    0
115156,19880210,  210,    0
115156,19880211,    0,    0
115156,19880212,  171,    0
115156,19880213,    6,    0
115156,19880214,    0,    0
115156,19880215,    0,    0
115156,19880216,    0,    0
115156,19880217,    0,    0
115156,19880218,    0,    0
115156,19880219,    0,    0
115156,19880220,   11,    0
115156,19880221,    0,    0
115156,19880222,    0,    0
115156,19880223,   84,    0
115156,19880224,   19,    0
115156,19880225,    0,    0
115156,19880226,   14,    0
115156,19880227,   83,    0
115156,19880228,    0,    0
115156,19880229,    0,    0
115156,19880301,    0,    0
115156,19880302,    0,    0
115156,19880303,    0,    0
115156,19880304,    0,    0
115156,19880305,  158,    0
115156,19880306,    0,    0
115156,19880307,    0,    0
115156,19880308,    0,    0
115156,19880309,    0,    0
115156,19880310,    0,    0
115156,19880311,    0,    0
115156,19880312,    0,    0
115156,19880313,    0,    0
115156,19880314,    0,    0
115156,19880315,    0,    0
115156,19880316,    0,    0
115156,19880317,    0,    0
115156,19880318,   25,    0
115156,19880319,    0,    0
115156,19880320,    0,    0
115156,19880321,    0,    0
115156,19880322,  241,    0
115156,19880323,    0,    0
115156,19880324,   46,    0
115156,19880325,    0,    0
115156,19880326,   76,    0
115156,19880327,    0,    0
115156,19880328,    0,    0
115156,19880329,    0,    0
115156,19880330,   20,    0
115156,19880331,   16,    0
115156,19880401,    0,    0
115156,19880402,    0,    0
115156,19880403,    0,    0
115156,19880404,    0,    0
115156,19880405,   80,    0
115156,19880406,   42,    0
115156,19880407,   22,    0
115156,19880408,    0,    0
115156,19880409,   70,    0
115156,19880410,   81,    0
115156,19880411,    0,    0
115156,19880412,    0,    0
115156,19880413,    1,    0
115156,19880414,    0,    0
115156,19880415,    0,    0
115156,19880416,    0,    0
115156,19880417,    0,    0
115156,19880418,    0,    0
115156,19880419,    0,    0
115156,19880420,    0,    0
115156,19880421,   62,    0
115156,19880422,    0,    0
115156,19880423,  485,    0
115156,19880424,    9,    0
115156,19880425,    0,    0
115156,19880426,    0,    0
115156,19880427,    0,    0
115156,19880428,  110,    0
115156,19880429,   13,    0
115156,19880430,    0,    0
115156,19880501,    0,    0
115156,19880502,    0,    0
115156,19880503,    9,    0
115156,19880504,  158,    0
115156,19880505,    8,    0
115156,19880506,    0,    0
115156,19880507,    0,    0
115156,19880508,    0,    0
115156,19880509,    0,    0
115156,19880510,   20,    0
115156,19880511,    0,    0
115156,19880512,    0,    0
115156,19880513,   30,    0
115156,19880514,    0,    0
115156,19880515,    0,    0
115156,19880516,    0,    0
115156,19880517,    0,    0
115156,19880518,    0,    0
115156,19880519,    0,    0
115156,19880520,    5,    0
115156,19880521,    0,    0
115156,19880522,    0,    0
115156,19880523,    0,    0
115156,19880524,    0,    0
115156,19880525,    0,    0
115156,19880526,   22,    0
115156,19880527,   28,    0
115156,19880528,    0,    0
115156,19880529,    0,    0
115156,19880530,    0,    0
115156,19880531,  108,    0
115156,19880601,   81,    0
115156,19880602,    0,    0
115156,19880603,    0,    0
115156,19880604,    0,    0
115156,19880605,  387,    0
115156,19880606,    0,    0
115156,19880607,    4,    0
115156,19880608,    0,    0
115156,19880609,    0,    0
115156,19880610,    0,    0
115156,19880611,   43,    0
115156,19880612,   20,    0
115156,19880613,    0,    0
115156,19880614,    0,    0
115156,19880615,    0,    0
115156,19880616,   16,    0
115156,19880617,    0,    0
115156,19880618,    0,    0
115156,19880619,   19,    0
115156,19880620,    9,    0
115156,19880621,    0,    0
115156,19880622,    0,    0
115156,19880623,  159,    0
115156,19880624,    0,    0
115156,19880625,    0,    0
115156,19880626,    0,    0
115156,19880627,    0,    0
115156,19880628,    0,    0
115156,19880629,   47,    0
115156,19880630,    0,    0
115156,19880701,    0,    0
115156,19880702,   67,    0
115156,19880703,   31,    0
115156,19880704,    0,    0
115156,19880705,    0,    0
115156,19880706,    0,    0
115156,19880707,    0,    0
115156,19880708,    0,    0
115156,19880709,    6,    0
115156,19880710,    0,    0
115156,19880711,    0,    0
115156,19880712,  113,    0
115156,19880713,    0,    0
115156,19880714,  330,    0
115156,19880715,   33,    0
115156,19880716,   56,    0
115156,19880717,    0,    0
115156,19880718,   10,    0
115156,19880719,   31,    0
115156,19880720,    0,    0
115156,19880721,    0,    0
115156,19880722,    0,    0
115156,19880723,    0,    0
115156,19880724,    0,    0
115156,19880725,    0,    0
115156,19880726,    0,    0
115156,19880727,    0,    0
115156,19880728,    0,    0
115156,19880729,   44,    0
115156,19880730,    0,    0
115156,19880731,    0,    0
115156,19880801,    0,    0
115156,19880802,    0,    0
115156,19880803,    0,    0
115156,19880804,   28,    0
115156,19880805,    0,    0
115156,19880806,    0,    0
115156,19880807,    0,    0
115156,19880808,    0,    0
115156,19880809,    0,    0
115156,19880810,    0,    0
115156,19880811,    0,    0
115156,19880812,    0,    0
115156,19880813,    0,    0
115156,19880814,    0,    0
115156,19880815,   27,    0
115156,19880816,  102,    0
115156,19880817,    0,    0
115156,19880818,    0,    0
115156,19880819,    0,    0
115156,19880820,   86,    0
115156,19880821,  453,    0
115156,19880822,   86,    0
115156,19880823,    8,    0
115156,19880824,    0,    0
115156,19880825,  255,    0
115156,19880826,    0,    0
115156,19880827,    0,    0
115156,19880828,    0,    0
115156,19880829,   92,    0
115156,19880830,    0,    0
115156,19880831,    0,    0
115156,19880901,    0,    0
115156,19880902,  231,    0
115156,19880903,    0,    0
115156,19880904,    0,    0
115156,19880905,   26,    0
115156,19880906,    6,    0
115156,19880907,    0,    0
115156,19880908,    0,    0
115156,19880909,    0,    0
115156,19880910,    0,    0
115156,19880911,    0,    0
115156,19880912,    0,    0
115156,19880913,  552,    0
115156,19880914,   86,    0
115156,19880915,   64,    0
115156,19880916,    0,    0
115156,19880917,    0,    0
115156,19880918,    0,    0
115156,19880919,    0,    0
115156,19880920,    0,    0
115156,19880921,    0,    0
115156,19880922,    0,    0
115156,19880923,    0,    0
115156,19880924,    0,    0
115156,19880925,    0,    0
115156,19880926,    0,    0
115156,19880927,    0,    0
115156,19880928,    0,    0
115156,19880929,    0,    0
115156,19880930,    0,    0
115156,19881001,    0,    0
115156,19881002,    0,    0
115156,19881003,    0,    0
115156,19881004,    0,    0
115156,19881005,   47,    0
115156,19881006,  234,    0
115156,19881007,  455,    0
115156,19881008,   40,    0
115156,19881009,    0,    0
115156,19881010,    0,    0
115156,19881011,    0,    0
115156,19881012,    3,    0
115156,19881013,    0,    0
115156,19881014,    0,    0
115156,19881015,    0,    0
115156,19881016,    0,    0
115156,19881017,    0,    0
115156,19881018,    0,    0
115156,19881019,    0,    0
115156,19881020,  209,    0
115156,19881021,  204,    0
115156,19881022,    0,    0
115156,19881023,    0,    0
115156,19881024,    0,    0
115156,19881025,    6,    0
115156,19881026,    0,    0
115156,19881027,    0,    0
115156,19881028,    0,    0
115156,19881029,   83,    0
115156,19881030,   11,    0
115156,19881031,    0,    0
115156,19881101,    0,    0
115156,19881102,   26,    0
115156,19881103,    0,    0
